item_id;vectors
715;0.43216407|0.9513407|0.49009082|0.45818415|-0.340569|-0.56838804|-0.32337007|0.5378314|0.62129116|-0.2816891|0.8622999|0.7037879|0.52985954|0.25176215|0.18105565|0.36917657|0.22744416|-0.96902114|-0.18100803|-0.3239364|0.41055384|0.23448297|-0.6654738|0.7404518|0.14202486|0.9260465|0.21712025|-0.61264646|-0.02901104|-0.121707365|0.23992245|-0.2500298|0.027203828|-0.4761277|0.30990565|-0.776208|-0.28501803|0.7106624|0.6875469|-0.07787762|0.6085903|0.31880027|-0.21431741|-0.63070524|-0.42514616|0.43210885|-0.4251504|-0.8037536|0.5453472|-0.25924382|0.25623643|0.13551673|0.21995693|1.0656227|0.46771443|-0.0024025738|-0.5781325|0.2518642|-0.35477734|0.3023284|0.1970065|-0.64110327|-0.059526324|0.6752473|0.2833201|-0.04244834|-0.8612641|0.13641962|0.40391734|-0.33214113|-0.479241|-0.13361306|0.57540655|-0.46128348|0.055590615|-0.34597555|-0.1733588|0.27158964|-0.33733135|-0.18446653|-0.22209425|0.3993551|-0.36385503|-0.58006585|-0.5122371|0.34769613|-0.06512058|-0.18959059|-0.028348774|0.20443866|-0.0804237|-0.6628183|0.021918833|0.30432102|0.4866049|0.02203387|0.19309041|0.6995033|-0.032673772|0.055590004
716;-0.14492661|0.7419529|0.42885894|-0.028678656|-0.46490616|-0.36032206|-0.63166904|0.3925689|-0.05470571|-0.782752|0.40977097|-0.06674993|0.10169907|-0.45192003|0.4705113|0.23621975|0.3039677|-0.4885826|-0.4616356|-0.37557513|-0.022979826|0.078736335|0.3811103|0.1310741|-0.091644704|0.43449444|0.5209515|0.0075521767|0.4875164|-0.19453003|0.15613253|-0.4818585|0.33791393|-0.14523533|0.124369904|-0.5829377|-0.47805902|0.8639872|0.24110109|-0.47307977|0.5356365|0.9483007|-0.879884|-0.6033733|-0.45378458|-0.3765461|-0.84545434|0.24510035|-0.09362855|-0.15740533|0.15397003|-0.305804|0.17876619|0.32400194|-0.12312495|0.09732172|-0.43524665|0.50292593|-0.7032256|-0.4586873|-0.93454784|0.098719746|0.7377484|0.3129552|0.24216469|0.17895238|0.3719587|0.3725403|0.7777369|-0.25893262|0.21570721|-0.6390107|-0.3383134|-0.28051203|0.53130966|0.05900385|0.6565639|0.012536764|0.068184406|-0.16230755|-0.7882141|0.3315487|-0.09328211|-0.42710072|-0.99990207|0.7096915|0.14720853|-0.52077425|-0.18272972|0.56920195|-1.0102885|-0.030770376|0.4001525|0.55652213|0.052910976|0.5032755|0.26901537|0.5434715|0.21573932|0.37268448
717;0.43380988|0.2631183|0.34964228|0.27114198|-1.1754442|-0.66295564|-0.06564185|0.08634749|0.33286902|-0.4484503|0.7428031|-0.08161473|0.78491724|-0.3085124|0.18463303|0.97111166|-0.10589242|-0.77975464|-0.06269494|-0.9670127|0.35992163|0.27350426|-0.5456327|0.09925309|-0.01747717|0.295774|0.24774036|-0.6521239|0.4830119|0.15865687|0.1247765|-0.057992876|0.8625206|-0.44206658|0.106786385|-0.6541233|-0.36672464|0.8969945|0.18213613|-0.14657414|0.54007673|0.26663098|-0.14266646|-0.513206|-0.14724994|0.16543993|-0.14903641|-0.3669494|-0.5226118|-0.37505952|0.73991233|0.18548475|0.042441487|0.23853052|-0.5115798|-0.8041216|-0.66595984|0.5856967|-0.31254634|-0.61983526|-0.5203763|-0.33785728|-0.031573236|0.02409786|0.23198168|-0.33102876|-0.56734216|-0.5503492|0.016404688|-0.2231507|0.06679258|0.016696364|-0.20228145|-0.95899594|0.36381012|-0.29629168|0.8478835|0.1516619|0.02411905|-0.4974811|-0.4858075|0.31285718|-0.0840391|-0.2945183|-0.5680935|0.22252719|0.22070767|-0.47322145|0.64037263|0.028462738|-0.8309614|0.046520337|-0.22925606|0.21540451|-0.277786|0.41498876|0.33482346|0.24665746|-0.5074439|-0.09551859
718;0.17982066|0.62154764|0.34975344|0.2742863|-0.33968163|-0.40494263|-0.37291875|0.39983046|0.47335663|-0.78399134|0.36870283|0.43365946|0.4680078|0.04185164|0.31270534|0.16708407|0.063324966|-0.614508|-0.13966137|-0.15269148|0.23177862|0.17909536|0.14628637|0.13247854|0.13819024|0.4727846|0.31047612|-0.26963466|0.29603785|-0.3884175|-0.18487085|-0.316975|0.48610276|-0.7047349|0.78316015|-0.792869|-0.35042626|0.45888096|0.27909732|-0.0615558|0.58069426|0.51676214|-0.34605664|-0.5056254|-0.18083945|0.124837704|-0.75397456|-0.16907895|-0.16850889|-0.18604437|0.47943312|0.20695607|0.44632208|0.5531839|-0.24820316|-0.16719002|-0.38123137|0.59461254|-0.5772635|-0.14871845|-0.18245171|-0.26184124|0.3660172|0.4145035|0.22109418|0.033916358|-0.06802593|0.09960726|0.38257974|-0.21972145|-0.4405393|-0.28286278|-0.13957801|-0.09311996|0.49420506|0.25192678|0.10061331|0.65461385|-0.4085164|-0.08897094|-0.37075704|0.38780084|-0.18191586|-0.41169417|-0.40856603|0.16420683|0.46962887|-0.3119072|0.1760819|0.39670783|-0.44866973|-0.31616485|0.03262119|0.66908264|0.11104003|0.3603851|0.26854518|0.10307841|-0.2649264|0.37460136
719;-0.080569625|0.5262337|0.2085935|0.16119295|-0.08892995|-0.89162695|-0.36198452|0.30006006|0.4180398|-0.49802336|0.39751235|-0.120022655|0.32290888|-0.20895582|0.19197235|0.43215525|-0.119127125|-0.35619974|-0.67398864|-0.48557276|0.4790983|0.26066566|-0.28468317|0.2984627|0.21676089|0.5827492|0.17482497|-0.6031637|-0.051767573|-0.2677222|-0.30100957|-0.21515375|0.798329|-0.75516343|0.9054637|-0.14963952|0.051196784|-0.022443295|0.012340367|0.047565706|0.29886556|-0.11703771|-0.39766887|-0.62916005|-0.35262716|-0.043976843|-0.6529136|-0.28745866|-0.37668976|-0.19235626|0.5063868|-0.2442896|0.10173823|0.16402075|-0.14924504|-0.08574265|-0.3893662|0.7065435|-0.409374|-0.43309695|-0.17815273|-0.57911706|0.29032642|0.38488978|0.15517011|-0.07854055|-0.16343199|0.089401186|0.3629988|-0.066589594|0.028164431|0.006077841|-0.063622415|-0.4546033|0.12421271|0.29220718|0.19325738|0.96993744|-0.4189833|-0.6838802|-0.124909356|0.38035968|0.004387088|-0.30591667|-0.17976736|0.3583765|0.15727691|-0.43786383|0.890989|0.8738308|0.16110747|0.2570849|-0.1467486|0.18757313|0.4369309|0.71923345|0.6372452|0.37736642|-0.284548|0.5341016
720;0.7391255|1.1447368|0.33580557|0.106904075|-0.47154367|-0.53484505|-0.20452952|0.26918238|0.26616806|-0.7307482|0.5342271|0.75689965|0.16415963|0.11265929|0.153183|-0.07197228|0.3980517|-0.90651727|-0.12181207|-0.55091643|0.72144544|0.15275972|-0.57534397|0.13458428|0.13647613|0.93831927|0.284082|-0.21631|0.5200142|-0.041059166|0.047357142|0.050849155|0.11967282|-0.5742686|0.53090394|-0.4962712|-0.72030807|0.6726918|0.7231194|-0.0439228|0.9959773|0.23144616|-0.16832632|-0.45599306|-0.39158785|0.48502606|-0.66340494|-0.79132783|-0.26317126|0.5448096|0.13116297|-0.22121727|0.19105572|0.63549817|-0.5723913|-0.8292978|-0.16149023|0.41803074|-0.49805516|-0.09237857|-0.24620897|-0.43419096|-0.34679422|0.3800739|0.3500384|-0.03231992|-0.257044|0.08402513|0.31219968|-0.27528954|0.00013880432|-0.07505756|0.5124654|0.400794|0.12959972|-0.17052914|0.60668975|0.83182335|-0.6218705|0.23416643|-0.23282917|0.61911756|-0.05563781|0.03036362|-0.021718174|0.14230111|0.31155422|-0.42322397|0.43174|0.30594307|-0.41380912|-0.4304269|-0.39556605|0.46371442|0.29378894|0.34106165|0.2227853|0.51402736|0.39319658|0.23411046
721;-0.033881456|0.35117137|0.7351452|0.5043858|-0.28754422|-0.2325703|-0.10546395|0.29046953|0.68591344|-0.44122827|0.13000911|0.10012418|0.56163466|-0.049710356|0.85638714|0.44049406|0.08731675|-0.6517907|-0.108712085|-0.4047676|0.45541123|0.01840251|-0.22811604|0.17346722|0.060656637|0.14248267|-0.10883218|-0.5945151|0.2674962|-0.574327|-0.23502344|-0.45358342|0.4278686|-0.23502055|0.1935427|-0.91295147|0.08116791|0.16498789|0.19283976|0.15605295|0.5751313|0.27980074|-0.87791395|-0.620031|-0.15511642|-0.28554878|-0.5611307|-0.10613704|-0.26033124|-0.27266863|0.27425867|0.34162903|0.5938645|0.51017004|0.036629982|0.37455156|-0.19792712|0.5017515|-0.438761|0.09736025|-0.16570334|-0.4215299|0.35561806|-0.053088665|0.19665961|-0.44178998|-0.54694647|0.038117226|0.11980779|-0.09922129|-0.4200722|-0.30656153|0.12756568|-0.16716167|0.022119254|-0.42379785|0.30495486|0.8062168|-0.3293924|-0.3265888|-0.57042253|0.31070182|0.08304905|0.029570282|-0.4511223|0.2673157|0.42865252|-0.3542086|0.17173335|0.5456415|-0.3171752|-0.08290341|-0.16618787|0.43242696|0.22950728|0.05028069|0.1448845|0.36870304|-0.29288423|0.8288046
722;0.13915324|0.5087268|0.038891345|0.42041612|-0.65428436|-0.08656466|-0.22345468|0.16886973|0.17687538|-0.62980217|0.67471564|0.41089597|-0.15653524|-0.13031664|0.064190984|0.14072447|0.009993702|-0.63975954|-0.4416101|-0.35954845|0.6683214|0.291566|0.1341381|-0.09123626|0.309582|0.5232428|0.69147706|-0.09456481|0.005026713|-0.28435448|0.17325161|-0.33046544|0.43202823|-0.4480728|0.551501|-0.77685845|-0.24131714|0.52814424|0.35617667|-0.1533454|0.37604058|0.25943246|-0.38120642|-0.680785|-0.62365025|0.23129345|-0.44440562|-0.5109422|-0.07675912|0.2501375|0.34390575|0.1533891|-0.025444612|0.18149167|-0.25770852|-0.21673271|-0.45777136|0.066179186|-0.37269774|-0.46937358|-0.32983154|-0.58282304|0.1879781|0.31396055|0.46938366|0.26720837|-0.45214978|-0.042190082|0.60166353|-0.39440602|-0.29399136|-0.101560995|0.6229048|-0.12027186|-0.3111149|-0.21454756|0.31037214|0.052410185|-0.4050635|-0.27933967|-0.30612066|0.1917485|-0.13794598|-0.20509966|0.0052929223|0.6139968|0.03692186|-0.6893395|-0.029951036|0.4035564|-0.17088571|-0.25299582|0.04466655|0.22286502|-0.3203022|0.36523575|0.18041527|0.41801307|0.35655963|-0.027808994
723;0.06623462|0.32653028|0.11808196|0.39848012|-1.2286878|-0.265748|-0.29361725|0.53922737|0.89160985|-0.48049065|0.2798149|0.23318237|0.24851173|-0.30485827|0.49824294|-0.14956212|0.40350917|-0.37035543|-0.33769405|-0.5631725|0.6534834|-0.0041662604|0.35626435|-0.0522362|-0.00705269|0.6396381|-0.052583814|-0.18948859|-0.2801929|0.21103987|0.14254238|0.4462281|0.7831781|-0.34932846|0.18859816|-0.7024834|-0.6618879|0.65681213|0.51622516|0.25520402|0.7818978|0.57812595|-0.6149444|-0.36957422|-0.3537099|-0.4023377|-0.8411042|0.18902108|-0.20253342|0.32726046|0.23093256|-0.19893128|-0.17421152|0.3176123|-0.0789067|-0.11243445|-0.5153482|0.40638542|-0.99555624|0.41556275|-0.08916859|-0.3656139|0.14955147|0.28261793|0.15895808|0.26838535|-0.50718266|0.44271052|-0.15020321|-0.36851314|0.3549725|0.017590895|0.3707081|-0.2787763|0.2838661|0.52771294|0.04360208|-0.025390983|-0.4140447|-0.7818382|-0.4167273|0.33243677|-0.030696|-0.7965406|-0.21935792|0.29120404|0.0477861|-0.4605524|-0.13865982|0.12040803|0.10151936|-0.15052772|-0.19708052|0.77934957|0.6376009|0.6473732|0.055444002|-0.03217241|-0.3156225|0.21523191
724;0.44118685|0.66188025|0.4206608|0.49559653|-0.38432586|-0.30365908|-0.57138693|0.46254563|0.38790098|-0.8841537|0.38249898|0.4335295|0.31394452|0.015228227|0.36871848|0.2317711|0.072334036|-0.41481134|-0.10210796|-0.33978954|0.29006988|-0.025228664|-0.16167855|0.04171981|0.081194736|0.6226418|0.43015745|-0.044213265|0.3411062|-0.11459368|-0.38067207|-0.25810018|0.050132662|-0.6505748|0.6399832|-0.79964125|-0.4643105|0.59421206|0.5402213|0.051424094|0.74280965|-0.0026787817|-0.35187066|-0.33665565|-0.22169101|0.015037358|-0.6249617|-0.27064973|-0.0768051|-0.26563382|0.21233055|0.09903982|0.09752396|0.524549|-0.04296426|-0.47762138|-0.48887205|0.4404752|-0.35067016|-0.27283365|-0.36333644|-0.37422666|0.43474734|0.42635787|0.3783985|0.2966115|-0.06313172|0.01776383|0.2896527|-0.15748411|-0.06596394|-0.0923453|0.31064904|-0.15108469|0.1963078|0.08971835|0.13172443|0.45286316|-0.61647886|0.040493414|-0.1818787|0.5722121|-0.31903818|-0.34202603|-0.3059416|0.15827471|0.106540136|-0.3234915|0.04735552|0.5734883|-0.28097612|-0.33312076|-0.116298325|0.6542019|0.19258545|0.43046048|0.36588034|0.097599536|-0.16791895|0.28642297
725;0.7718841|0.7108587|0.5813699|0.3365994|-0.5604782|-0.15062481|-0.35047978|0.29028416|0.36233997|-0.47344315|0.48288628|0.58244944|0.72195685|-0.26436985|0.53512853|0.09321527|0.37205634|-0.69352794|-0.4144047|-0.7498593|0.69513077|0.12287343|-0.6541229|0.42964876|0.37390536|0.72850764|0.34171897|-0.34653965|0.20975552|0.12977543|0.18053265|-0.25318763|0.29495713|-0.566977|0.38326308|-0.6583276|-0.12042612|0.6941149|0.39187726|-0.1812457|1.0776064|0.31006318|-0.2613072|-0.53702545|0.019011617|0.45756012|-0.55603284|-0.76140285|-0.30439845|-0.28681287|0.20929445|0.34341606|0.2641913|0.07000843|-0.0625699|0.10924959|-0.6790781|0.5846238|-0.5948188|-0.24204798|-0.17266102|-0.40663338|0.34453025|0.4738843|0.42985094|0.20741479|-0.57495594|-0.02902487|0.4296655|-0.002049297|-0.0010166615|-0.3726251|0.39174968|-0.48544863|0.2935638|-0.2711176|0.39998746|0.20215473|-0.86787456|-0.17333052|-0.7896834|0.5100466|-0.35677937|-0.05952631|-0.46317828|0.43918803|0.09820229|-0.897293|-0.18980974|0.76378113|-0.62223387|0.05945258|-0.35983902|0.9532081|0.3062726|0.13629796|0.10598482|0.04204622|-0.18225081|0.2690808
726;0.28385258|0.97864497|0.59584475|0.1490615|-0.24590456|-0.4218443|-0.84122694|0.43235004|0.07314819|-0.59540707|0.34963423|0.28647998|0.6975049|-0.18621609|0.33343902|0.29619682|0.11358933|-0.72878623|0.039670363|-0.80386215|0.67376494|0.27948755|-0.07063049|0.40819854|0.13894477|0.9960074|-0.14029512|-0.6549942|0.42901748|-0.3330897|-0.233951|-0.097603634|0.04407856|-0.7183114|0.048585355|-0.28040662|-0.5758044|0.72491443|0.53003436|-0.04315077|0.8009658|0.14193758|-0.42989588|-0.42429844|-0.013220251|0.29658657|-0.69692606|-0.18313104|-0.16595702|0.18042946|0.5356486|0.359016|-0.010459259|0.66249377|-0.44036072|-0.6120374|-0.4022798|0.31042007|-0.48343965|0.22889227|-0.028813705|-0.7994123|0.15235591|-0.12273711|0.37010056|0.0939933|-0.36614692|0.26984087|0.30819532|-0.47741255|-0.48096156|-0.03768772|0.23953538|-0.055223376|-0.12439017|0.023699794|0.1515841|0.5541303|-0.8081007|-0.2464377|-0.38032264|0.7372557|-0.397803|-0.7293191|0.1868357|0.8094113|0.18715188|-0.12013517|0.56567633|0.98905367|-0.067662075|-0.22185385|-0.26104674|0.38102075|-0.0357903|0.46858633|-0.09561011|0.1254902|0.028746247|0.21455635
727;0.21308231|0.54459465|0.08712688|0.3504855|-0.2665808|-0.42650893|-0.5776277|0.10273497|0.34773144|-0.73389614|0.21037924|0.1643306|0.16550727|-0.35423753|-0.029970288|0.13210365|0.4403513|-0.38302118|-0.51603824|-0.6091912|0.17004079|0.1764586|-0.040707886|-0.14491186|-0.026273921|0.5488561|0.56185746|-0.4900124|0.65434253|-0.017661676|-0.554832|0.035973772|0.3437268|-0.51352155|0.56513995|-0.39629573|-0.3513401|0.53952944|0.44944987|0.077673115|0.9440309|0.7868464|-0.58227265|-0.3197117|-0.43723446|0.3690189|-0.19438684|-0.3315167|-0.52888185|-0.033161547|-0.051904827|0.15231675|0.3826021|0.4470269|0.016822748|-0.43234223|0.023322076|0.7336303|-0.5741447|-0.18838224|-0.3702144|-0.42082798|0.24221234|0.53054184|0.090970516|-0.07212244|-0.28399727|-0.13904302|-0.30688697|-0.44781888|0.043463916|-0.0013186485|0.25628373|-0.33100727|0.46864486|-0.03898675|0.3505792|0.49264896|-0.4936879|-0.5428772|-0.29760858|0.46101198|-0.38335636|-0.0993087|-0.34628475|0.41739237|0.094934985|-0.1776309|0.24120496|0.34815252|-0.0003324747|-0.050373018|0.2201851|0.56260914|-0.1225185|0.58977354|0.2563292|0.5176974|0.0616031|0.19269077
728;0.50872636|0.12407851|0.44921577|0.26898625|-0.37833095|-0.5114779|-0.652382|0.21211457|0.45572674|-0.62334|0.14664644|0.7474052|0.38115248|-0.105822444|0.46805334|0.54653716|0.111647785|-0.74572116|-0.14043719|-0.89180446|-0.35671335|-0.0014961958|-0.13635072|0.6028419|0.18814415|0.661235|0.21275783|-0.0053553283|0.09913674|-0.049919292|-0.05732973|-0.58853847|0.40643716|-0.76154315|0.5860118|-0.549236|-0.92454135|0.7606725|0.61793053|-0.22201067|0.82976186|0.23741871|-0.29515275|-0.25918764|-0.5357716|0.017426074|-0.81962156|-0.20505354|0.15665376|-0.6586492|0.4062214|0.12675864|0.6051962|0.5915709|-0.25434446|-0.45915413|-0.23590696|0.34547406|-0.14300698|-0.42473045|0.13015363|-0.24203205|-0.06419262|-0.11646485|0.66462386|0.07808452|-0.18317074|-0.068741694|0.25130138|-0.11584004|-0.2854719|-0.6347488|0.4582458|-0.021378115|-0.09508501|-0.06923757|0.051345497|0.6936863|-0.43345013|-0.05295352|-0.45698825|0.8012599|-0.39827427|-0.38082406|-0.604938|0.42538726|0.2778833|-0.1780109|0.52851737|-0.0020908117|-0.5693607|-0.45279497|0.13025624|0.5955038|0.307854|0.6615627|0.034463674|-0.026634246|-0.11799554|0.262648
729;0.49754116|0.7559064|0.5597298|0.26485187|-0.14884895|-0.27557963|-0.3635304|0.28266725|0.28363758|-1.0419743|0.03714645|0.35173017|0.41184187|-0.12988357|0.073898554|0.29448345|0.30707502|-0.42657346|0.17517559|-0.53569585|0.11232062|-0.24658781|-0.21624315|0.093458146|-0.0040339082|0.046330154|0.41551167|-0.30814233|-0.12850846|-0.50164664|-0.28571415|-0.43456936|0.69854236|-0.7329295|0.26164657|-0.6416409|-0.5327248|0.42415398|1.1415585|-0.1908222|0.49615526|0.43070588|0.3100063|-0.34812945|0.4886834|0.7221563|-0.30388394|-0.10019329|-0.22253397|-0.37777963|0.41901857|0.1658589|-0.19838019|0.5175125|-0.10826836|-0.61195844|-0.23960963|0.40270215|-0.5776558|-0.33539188|0.09079078|-0.22647128|0.058868915|0.75888973|-0.029987782|-0.50997514|-0.24364233|-0.15442574|0.057599828|-0.4315951|-0.6326363|-0.09505696|0.64485496|0.12367633|-0.46718407|-0.39726287|0.4631133|0.43447292|-0.23950782|-0.7831439|-0.486849|0.25218904|-0.2994543|-0.23957682|-0.38201177|-0.47773212|0.36495236|0.03150904|0.254296|0.7394464|-0.47314805|-0.53835475|-0.017638575|0.5612119|0.5580138|0.29500496|-0.19660261|0.66013765|0.10435441|0.0994786
730;0.32962576|0.64444804|0.6047125|0.22192128|-0.6282612|-0.31345084|-0.8142003|0.34748593|0.13620794|-0.52418953|0.4160791|0.38201407|0.407461|-0.12535141|0.58533967|0.18015021|-0.021616012|-0.41257316|0.019120708|-0.7200678|0.4695244|-0.07140891|-0.27060285|0.1888516|0.5545714|0.7611565|0.41703883|-0.3737744|0.3378188|0.07041833|0.25289536|-0.42887294|0.14473954|-0.6124704|0.3689848|-0.5746419|-0.19055094|0.53145146|0.26061597|0.08153308|0.3793631|0.39486212|-0.09513982|-0.34143797|-0.27378327|0.18461022|-0.26303643|-0.019471824|-0.446398|0.15371203|0.4587933|-0.16720667|0.14680338|0.5554322|-0.34965244|-0.33840477|-0.17251334|0.6053123|-0.90416837|-0.19105045|-0.22211252|-0.37928605|0.24084502|0.16316192|-0.089243114|-0.19778772|-0.30099916|0.1578243|-0.0059783906|-0.2723666|-0.33581907|-0.04957907|-0.39900213|-0.12888816|0.35386246|-0.0344764|0.29563317|0.5277937|-0.20108654|-0.21531062|-0.86864305|0.72090393|-0.2974219|0.27981305|-0.25689617|0.5168778|-0.0028867573|-0.41524577|0.04048834|0.35945982|-0.17629103|-0.23315465|0.25221875|0.015060127|0.3146327|0.34730843|0.55932236|-0.0055072904|0.054144025|0.4486585
731;0.42498925|0.5225936|0.43653026|0.844177|-0.7039826|-0.008251786|-0.5081537|0.1645416|0.785957|-0.9837277|0.20087406|0.30921713|0.045276195|-0.45884782|0.5060205|0.34648862|-0.026755422|-0.033999264|0.04539515|-0.4228002|0.4020197|0.4080281|-0.07007398|0.27026057|0.60838556|0.32027423|0.4213858|-0.63793296|0.028320998|0.12814397|-0.00578773|-0.23673937|0.54239|-0.38067764|0.043179095|-0.49407578|-0.1658027|0.6487594|0.863569|-0.68154866|-0.00595057|0.6154109|-0.28373837|0.11001971|0.35492778|0.67148054|-0.45438814|-0.4927448|0.293533|-0.08161552|0.5176815|-0.2386755|-0.10690458|0.16329403|-0.23806044|-0.5659021|-0.086459875|0.9053749|-0.15483606|0.21090254|-0.18305063|-0.7675795|0.022564232|0.3675821|0.20276533|-0.19237979|-0.52730036|0.6402451|0.48729455|-0.500571|0.0433359|-0.178519|0.7958768|0.3575603|0.17974958|0.17075752|0.1495045|1.3099993|-0.4716638|-0.12876698|-0.48989326|0.7322333|0.17428514|-0.033837914|-0.14465733|0.011239529|0.4231419|0.1724084|0.29912686|0.71006197|-0.4621731|-0.56640047|-0.08865572|0.79631615|-0.04865042|0.36316064|0.42726955|0.5233621|-0.11831975|0.6484867
732;0.6246348|0.6750204|0.2594552|0.10668926|-0.5431032|-0.31090277|-0.30397972|0.43271512|0.081843436|-0.955357|0.8397995|0.5377974|0.07583861|0.19804917|0.14260411|0.14438646|0.26049575|-0.40693504|-0.67970014|-0.34635705|0.45638096|0.37334803|-0.33148226|0.26060337|0.21846487|0.20938444|0.12537178|0.17129028|-0.087193385|-0.2495325|-0.33386272|-0.34101135|0.5594698|-0.503203|0.50543326|-0.79304457|-0.37229982|0.34060293|0.79444677|0.4564314|0.4623638|0.28840932|-0.44720393|-0.67150176|-0.580176|-0.15255639|-0.47937578|-0.1515301|-0.29952234|-0.4579184|0.024776801|-0.014773816|0.33384547|0.33783895|-0.19822945|0.07717466|-0.48812547|0.5542496|-0.45304933|-0.32925957|-0.6163164|-0.10707578|0.18682963|0.0316146|0.5153786|0.4462157|-0.0010481179|0.124899276|0.39093864|-0.32791272|0.04193668|-0.33041146|0.58343697|-0.078503504|0.10107919|-0.07208392|0.23167714|0.7436609|-0.92086285|-0.22613883|-0.37846175|0.6429975|-0.35199732|-0.09162618|-0.50203085|0.76893616|-0.0714075|-0.52132154|0.4087642|0.48421326|-0.096836686|0.029239148|0.24542838|0.27498618|0.043301217|0.12852651|0.40693521|0.34494478|-0.233284|0.37955937
733;0.4160884|0.60194486|0.1390936|0.17993572|-0.3931833|-0.5109856|-0.25861832|-0.13150254|0.52087355|-0.3227567|0.24237044|0.40485868|0.0978073|-0.091238916|0.5097699|0.3625399|0.23575139|-0.37083292|-0.092606574|-0.35200793|0.3069437|-0.23631251|-0.21865794|0.31114432|-0.11325717|0.68304056|0.24046773|-0.52076805|0.08084899|-0.18014356|-0.47573787|-0.2874523|0.23223782|-0.4606529|0.55655444|-0.40775102|-0.3773798|0.20690301|0.21870178|0.16861257|0.82234824|0.12100321|-0.08447674|-0.3463693|-0.30754197|0.32542664|-0.6678127|-0.22215788|-0.265776|-0.017634433|0.16669431|0.47707525|0.1686655|0.533545|-0.16389486|-0.34236938|-0.26591575|0.16569984|0.012337267|0.005165573|-0.08833614|-0.24759844|0.41282612|0.4417397|0.48720324|-0.19734542|-0.23840916|-0.061067313|0.17664704|-0.42846906|-0.08940861|-0.22186357|0.18084279|-0.447611|0.31279123|0.098591305|0.37376973|0.5412202|-0.46123114|-0.24794795|-0.4718535|0.36234254|-0.14401466|-0.4089906|-0.009987831|0.46001637|0.36067593|-0.061668858|-0.018785521|0.4166045|-0.13797666|0.025696144|-0.090991125|0.5645244|0.18046662|0.13779111|0.5620091|0.34155884|0.23740716|0.44231635
